"SpaceID","EventTime_UTC","OccupancyState"
"CB3064","2026 May 11 10:55:06 PM","VACANT"
"CB3253","2026 May 11 10:54:47 PM","OCCUPIED"
"CB1182","2026 May 11 10:54:45 PM","OCCUPIED"
"CT616","2026 May 11 10:54:40 PM","OCCUPIED"
"CB902","2026 May 11 10:54:34 PM","VACANT"
"CB1952A","2026 May 11 10:54:32 PM","OCCUPIED"
"CB1797","2026 May 11 10:54:30 PM","OCCUPIED"
"CB1050","2026 May 11 10:54:30 PM","VACANT"
"CB751","2026 May 11 10:54:19 PM","OCCUPIED"
"CB3062","2026 May 11 10:54:16 PM","VACANT"
"CB4371","2026 May 11 10:54:15 PM","OCCUPIED"
"CB3545","2026 May 11 10:54:00 PM","VACANT"
"WV575","2026 May 11 10:53:45 PM","OCCUPIED"
"CB3061","2026 May 11 10:53:36 PM","VACANT"
"CB3837","2026 May 11 10:53:33 PM","OCCUPIED"
"CB3059","2026 May 11 10:53:08 PM","VACANT"
"CB3005A","2026 May 11 10:53:03 PM","VACANT"
"CB3060","2026 May 11 10:52:55 PM","VACANT"
"CB1011","2026 May 11 10:52:53 PM","OCCUPIED"
"CB555A","2026 May 11 10:52:48 PM","OCCUPIED"
"CB446","2026 May 11 10:52:07 PM","OCCUPIED"
"CB3990","2026 May 11 10:51:31 PM","VACANT"
"CB210","2026 May 11 10:51:17 PM","OCCUPIED"
"CB3978","2026 May 11 10:51:13 PM","VACANT"
"CB173","2026 May 11 10:51:01 PM","OCCUPIED"
"CB3929B","2026 May 11 10:50:54 PM","OCCUPIED"
"CB1814","2026 May 11 10:50:50 PM","OCCUPIED"
"CT193","2026 May 11 10:50:10 PM","VACANT"
"CB3052","2026 May 11 10:50:05 PM","VACANT"
"CB2702","2026 May 11 10:49:57 PM","OCCUPIED"
"CB3879","2026 May 11 10:49:17 PM","OCCUPIED"
"CB3984","2026 May 11 10:49:04 PM","VACANT"
"SP490A","2026 May 11 10:49:00 PM","OCCUPIED"
"CB1241","2026 May 11 10:48:44 PM","VACANT"
"CB803","2026 May 11 10:48:44 PM","OCCUPIED"
"CB1363","2026 May 11 10:48:42 PM","OCCUPIED"
"CB3986","2026 May 11 10:48:32 PM","OCCUPIED"
"CB174","2026 May 11 10:48:22 PM","VACANT"
"CB3507","2026 May 11 10:48:19 PM","OCCUPIED"
"CC698","2026 May 11 10:48:14 PM","VACANT"
"WV614","2026 May 11 10:48:04 PM","OCCUPIED"
"CB1997","2026 May 11 10:47:56 PM","OCCUPIED"
"LT243","2026 May 11 10:47:51 PM","OCCUPIED"
"CB2308","2026 May 11 10:47:43 PM","VACANT"
"CB124","2026 May 11 10:47:15 PM","OCCUPIED"
"CB4122","2026 May 11 10:46:36 PM","VACANT"
"LT351","2026 May 11 10:46:33 PM","OCCUPIED"
"CB1035","2026 May 11 10:46:15 PM","OCCUPIED"
"HO402","2026 May 11 10:46:08 PM","OCCUPIED"
"HO282A","2026 May 11 10:45:52 PM","OCCUPIED"
"CB3983","2026 May 11 10:45:30 PM","VACANT"
"CB1758","2026 May 11 10:45:20 PM","OCCUPIED"
"CB3057","2026 May 11 10:45:20 PM","VACANT"
"CB1693","2026 May 11 10:45:20 PM","OCCUPIED"
"CB4007","2026 May 11 10:45:06 PM","VACANT"
"CB3987","2026 May 11 10:44:58 PM","VACANT"
"CB3476","2026 May 11 10:44:45 PM","OCCUPIED"
"SP101","2026 May 11 10:44:44 PM","OCCUPIED"
"CB469","2026 May 11 10:44:33 PM","OCCUPIED"
"SP337","2026 May 11 10:44:11 PM","OCCUPIED"
"CB3043","2026 May 11 10:44:09 PM","VACANT"
"WV327","2026 May 11 10:44:08 PM","VACANT"
"CB1006","2026 May 11 10:43:46 PM","OCCUPIED"
"LT346","2026 May 11 10:43:40 PM","OCCUPIED"
"CB3190","2026 May 11 10:43:29 PM","OCCUPIED"
"CB79","2026 May 11 10:43:19 PM","OCCUPIED"
"CB387","2026 May 11 10:43:18 PM","OCCUPIED"
"WV379","2026 May 11 10:42:06 PM","OCCUPIED"
"CB3982","2026 May 11 10:42:01 PM","VACANT"
"CB886","2026 May 11 10:41:52 PM","VACANT"
"CB1188","2026 May 11 10:41:50 PM","OCCUPIED"
"CB3504","2026 May 11 10:41:44 PM","OCCUPIED"
"CB1146","2026 May 11 10:41:41 PM","OCCUPIED"
"CB2950","2026 May 11 10:41:39 PM","OCCUPIED"
"CB3857","2026 May 11 10:41:21 PM","OCCUPIED"
"CB3989","2026 May 11 10:41:08 PM","VACANT"
"CB338","2026 May 11 10:40:51 PM","OCCUPIED"
"CB4006","2026 May 11 10:40:14 PM","VACANT"
"CB3930","2026 May 11 10:39:55 PM","OCCUPIED"
"CB506","2026 May 11 10:39:44 PM","OCCUPIED"
"CB3645A","2026 May 11 10:38:56 PM","OCCUPIED"
"LT436","2026 May 11 10:38:55 PM","VACANT"
"SP582","2026 May 11 10:38:54 PM","OCCUPIED"
"CC1140","2026 May 11 10:38:51 PM","VACANT"
"CB1041","2026 May 11 10:38:27 PM","OCCUPIED"
"CB4000","2026 May 11 10:38:12 PM","VACANT"
"CB3999","2026 May 11 10:37:58 PM","VACANT"
"CB3053","2026 May 11 10:37:05 PM","VACANT"
"SP646","2026 May 11 10:37:02 PM","OCCUPIED"
"SP270","2026 May 11 10:36:40 PM","VACANT"
"CB2190","2026 May 11 10:36:34 PM","VACANT"
"CB1652","2026 May 11 10:36:15 PM","OCCUPIED"
"CB2062","2026 May 11 10:36:06 PM","VACANT"
"SP660","2026 May 11 10:35:42 PM","VACANT"
"CB3906","2026 May 11 10:35:30 PM","VACANT"
"CB1464","2026 May 11 10:35:24 PM","OCCUPIED"
"CB1149","2026 May 11 10:35:21 PM","OCCUPIED"
"CB218","2026 May 11 10:35:16 PM","OCCUPIED"
"CB3042","2026 May 11 10:35:02 PM","OCCUPIED"
"CB129","2026 May 11 10:34:57 PM","OCCUPIED"
"CB3056","2026 May 11 10:34:26 PM","VACANT"
"CB1545","2026 May 11 10:34:13 PM","OCCUPIED"
"CB1189","2026 May 11 10:34:06 PM","OCCUPIED"
"CB2153","2026 May 11 10:33:35 PM","OCCUPIED"
"CB3036","2026 May 11 10:33:21 PM","OCCUPIED"
"CB163","2026 May 11 10:33:12 PM","OCCUPIED"
"SP637","2026 May 11 10:33:12 PM","VACANT"
"CB791","2026 May 11 10:33:01 PM","OCCUPIED"
"SV472","2026 May 11 10:31:46 PM","VACANT"
"LT377","2026 May 11 10:31:23 PM","OCCUPIED"
"SP506B","2026 May 11 10:31:20 PM","OCCUPIED"
"SV249","2026 May 11 10:31:13 PM","UNKNOWN"
"SP273","2026 May 11 10:31:01 PM","OCCUPIED"
"CB1348","2026 May 11 10:31:00 PM","VACANT"
"CB2642","2026 May 11 10:30:50 PM","OCCUPIED"
"CB212","2026 May 11 10:30:40 PM","OCCUPIED"
"CB691","2026 May 11 10:30:09 PM","OCCUPIED"
"CB1629","2026 May 11 10:30:04 PM","VACANT"
"CB3827","2026 May 11 10:29:47 PM","OCCUPIED"
"CB1563","2026 May 11 10:29:34 PM","OCCUPIED"
"CB2231A","2026 May 11 10:29:19 PM","OCCUPIED"
"CB2042","2026 May 11 10:29:15 PM","OCCUPIED"
"CB681","2026 May 11 10:28:49 PM","OCCUPIED"
"SP634A","2026 May 11 10:28:13 PM","VACANT"
"LT337","2026 May 11 10:27:16 PM","OCCUPIED"
"CB3543","2026 May 11 10:27:08 PM","VACANT"
"CT352","2026 May 11 10:27:02 PM","OCCUPIED"
"SP830","2026 May 11 10:25:51 PM","OCCUPIED"
"CB136A","2026 May 11 10:25:44 PM","OCCUPIED"
"CB3930A","2026 May 11 10:25:11 PM","OCCUPIED"
"WV573","2026 May 11 10:24:53 PM","OCCUPIED"
"SP560","2026 May 11 10:24:53 PM","VACANT"
"WV574","2026 May 11 10:24:44 PM","OCCUPIED"
"CB1029","2026 May 11 10:24:41 PM","OCCUPIED"
"CB1371","2026 May 11 10:24:29 PM","OCCUPIED"
"CB3708","2026 May 11 10:24:17 PM","VACANT"
"CB1318A","2026 May 11 10:24:00 PM","VACANT"
"CB764","2026 May 11 10:24:00 PM","OCCUPIED"
"SP367","2026 May 11 10:23:34 PM","VACANT"
"SP550","2026 May 11 10:23:02 PM","OCCUPIED"
"LT36","2026 May 11 10:22:19 PM","OCCUPIED"
"CB2176","2026 May 11 10:21:53 PM","OCCUPIED"
"CB2287","2026 May 11 10:21:48 PM","VACANT"
"CB653A","2026 May 11 10:21:21 PM","OCCUPIED"
"SP360","2026 May 11 10:21:00 PM","OCCUPIED"
"WV467","2026 May 11 10:20:17 PM","OCCUPIED"
"CB4368","2026 May 11 10:20:14 PM","VACANT"
"CB2274B","2026 May 11 10:20:03 PM","VACANT"
"SP540","2026 May 11 10:19:58 PM","OCCUPIED"
"CB3806","2026 May 11 10:19:14 PM","OCCUPIED"
"CB860","2026 May 11 10:18:47 PM","OCCUPIED"
"CT603","2026 May 11 10:18:39 PM","OCCUPIED"
"CB2426","2026 May 11 10:18:34 PM","OCCUPIED"
"WV594","2026 May 11 10:18:24 PM","VACANT"
"CB3050","2026 May 11 10:18:12 PM","OCCUPIED"
"CB1950B","2026 May 11 10:17:48 PM","VACANT"
"SP686","2026 May 11 10:17:32 PM","VACANT"
"WV475","2026 May 11 10:17:28 PM","OCCUPIED"
"CB3546","2026 May 11 10:16:59 PM","OCCUPIED"
"WV296","2026 May 11 10:16:55 PM","OCCUPIED"
"CB3111","2026 May 11 10:16:45 PM","OCCUPIED"
"LT440","2026 May 11 10:16:39 PM","VACANT"
"SP552","2026 May 11 10:16:36 PM","OCCUPIED"
"CB2572","2026 May 11 10:16:33 PM","OCCUPIED"
"SP498A","2026 May 11 10:16:18 PM","VACANT"
"CB3843","2026 May 11 10:16:05 PM","OCCUPIED"
"CB853","2026 May 11 10:15:46 PM","OCCUPIED"
"CB2970A","2026 May 11 10:15:35 PM","OCCUPIED"
"CB3321","2026 May 11 10:15:35 PM","OCCUPIED"
"CB1048","2026 May 11 10:14:52 PM","OCCUPIED"
"CC1467","2026 May 11 10:14:46 PM","OCCUPIED"
"CB2317","2026 May 11 10:14:42 PM","OCCUPIED"
"CB1544","2026 May 11 10:14:42 PM","OCCUPIED"
"SP559","2026 May 11 10:14:23 PM","OCCUPIED"
"CB4106","2026 May 11 10:13:42 PM","VACANT"
"CB2289","2026 May 11 10:13:38 PM","VACANT"
"CB491","2026 May 11 10:13:35 PM","OCCUPIED"
"CT513","2026 May 11 10:12:49 PM","VACANT"
"CB859","2026 May 11 10:12:30 PM","OCCUPIED"
"CB3019","2026 May 11 10:12:25 PM","OCCUPIED"
"CB1132A","2026 May 11 10:12:24 PM","VACANT"
"CB1534","2026 May 11 10:11:51 PM","OCCUPIED"
"CB2175","2026 May 11 10:11:20 PM","OCCUPIED"
"CB1627","2026 May 11 10:11:09 PM","OCCUPIED"
"CB4225","2026 May 11 10:10:29 PM","OCCUPIED"
"CB348","2026 May 11 10:10:16 PM","OCCUPIED"
"CB4218","2026 May 11 10:09:44 PM","VACANT"
"CB1547","2026 May 11 10:09:34 PM","OCCUPIED"
"CB3678C","2026 May 11 10:09:11 PM","OCCUPIED"
"SP635C","2026 May 11 10:08:57 PM","OCCUPIED"
"CB2516","2026 May 11 10:08:47 PM","OCCUPIED"
"CB3448","2026 May 11 10:08:36 PM","OCCUPIED"
"CB1548","2026 May 11 10:07:51 PM","OCCUPIED"
"CB705","2026 May 11 10:07:35 PM","OCCUPIED"
"CB4123","2026 May 11 10:07:32 PM","VACANT"
"CB4272","2026 May 11 10:07:05 PM","OCCUPIED"
"CB3521A","2026 May 11 10:06:27 PM","VACANT"
"CB2290","2026 May 11 10:06:07 PM","VACANT"
"CB371","2026 May 11 10:06:06 PM","OCCUPIED"
"LT343","2026 May 11 10:05:57 PM","VACANT"
"CB2356","2026 May 11 10:05:32 PM","VACANT"
"CB1680","2026 May 11 10:05:13 PM","OCCUPIED"
"CB699","2026 May 11 10:04:45 PM","OCCUPIED"
"CB321","2026 May 11 10:04:16 PM","VACANT"
"CB682","2026 May 11 10:03:42 PM","OCCUPIED"
"CB3348B","2026 May 11 10:02:57 PM","OCCUPIED"
"WV447","2026 May 11 10:02:56 PM","OCCUPIED"
"CB2274C","2026 May 11 10:02:47 PM","OCCUPIED"
"CB856A","2026 May 11 10:02:45 PM","OCCUPIED"
"SP506A","2026 May 11 10:02:38 PM","OCCUPIED"
"CB358","2026 May 11 10:02:28 PM","OCCUPIED"
"CB432","2026 May 11 10:02:27 PM","OCCUPIED"
"CB2901","2026 May 11 10:01:55 PM","OCCUPIED"
"SV238","2026 May 11 10:01:44 PM","OCCUPIED"
"CB397","2026 May 11 10:01:27 PM","VACANT"
"CB2065","2026 May 11 10:00:51 PM","VACANT"
"CB926","2026 May 11 10:00:26 PM","OCCUPIED"
"CB4252","2026 May 11 09:59:36 PM","OCCUPIED"
"CB3527","2026 May 11 09:59:33 PM","VACANT"
"CB1083","2026 May 11 09:59:33 PM","OCCUPIED"
"SP636","2026 May 11 09:59:26 PM","OCCUPIED"
"SP518","2026 May 11 09:59:24 PM","OCCUPIED"
"CB3302","2026 May 11 09:59:21 PM","VACANT"
"CB404","2026 May 11 09:59:19 PM","OCCUPIED"
"CB3212","2026 May 11 09:59:08 PM","OCCUPIED"
"CB3474","2026 May 11 09:58:57 PM","OCCUPIED"
"CB76","2026 May 11 09:58:48 PM","OCCUPIED"
"CC1583","2026 May 11 09:58:47 PM","VACANT"
"CB1956A","2026 May 11 09:58:12 PM","VACANT"
"LT348","2026 May 11 09:58:08 PM","OCCUPIED"
"CB807","2026 May 11 09:57:36 PM","OCCUPIED"
"CB3290","2026 May 11 09:57:32 PM","OCCUPIED"
"CB901","2026 May 11 09:57:30 PM","OCCUPIED"
"SP635","2026 May 11 09:57:28 PM","OCCUPIED"
"SP568","2026 May 11 09:57:22 PM","OCCUPIED"
"CB3294","2026 May 11 09:57:20 PM","VACANT"
"CB3232A","2026 May 11 09:57:17 PM","OCCUPIED"
"CB3216","2026 May 11 09:57:12 PM","OCCUPIED"
"CB1180","2026 May 11 09:57:11 PM","VACANT"
"CB1558","2026 May 11 09:57:08 PM","OCCUPIED"
"CB692A","2026 May 11 09:57:01 PM","OCCUPIED"
"CB2060","2026 May 11 09:56:57 PM","VACANT"
"CB3221","2026 May 11 09:56:52 PM","VACANT"
"CB639","2026 May 11 09:56:52 PM","OCCUPIED"
"CB2296","2026 May 11 09:56:44 PM","OCCUPIED"
"CB550","2026 May 11 09:56:35 PM","OCCUPIED"
"CB769","2026 May 11 09:56:23 PM","OCCUPIED"
"CB3727","2026 May 11 09:56:04 PM","VACANT"
"CC1260A","2026 May 11 09:55:55 PM","VACANT"
"CB3304","2026 May 11 09:55:53 PM","OCCUPIED"
"CT419","2026 May 11 09:55:53 PM","VACANT"
"CB4247","2026 May 11 09:55:14 PM","VACANT"
"CB4506","2026 May 11 09:54:59 PM","VACANT"
"CB3376","2026 May 11 09:54:59 PM","VACANT"
"CB4410A","2026 May 11 09:54:23 PM","OCCUPIED"
"CB172","2026 May 11 09:54:17 PM","OCCUPIED"
"CB1238","2026 May 11 09:53:52 PM","VACANT"
"SP500","2026 May 11 09:53:36 PM","OCCUPIED"
"CB399","2026 May 11 09:53:02 PM","VACANT"
"CB279A","2026 May 11 09:52:49 PM","OCCUPIED"
"CB3222","2026 May 11 09:52:42 PM","VACANT"
"LT556","2026 May 11 09:52:38 PM","OCCUPIED"
"CB3296","2026 May 11 09:52:28 PM","VACANT"
"CB3377","2026 May 11 09:52:27 PM","VACANT"
"CB4246","2026 May 11 09:52:04 PM","OCCUPIED"
"CT426","2026 May 11 09:52:03 PM","OCCUPIED"
"CB649","2026 May 11 09:51:54 PM","OCCUPIED"
"CB3301","2026 May 11 09:51:52 PM","OCCUPIED"
"SP338","2026 May 11 09:51:36 PM","VACANT"
"CB3981","2026 May 11 09:51:20 PM","OCCUPIED"
"CB3217","2026 May 11 09:51:10 PM","OCCUPIED"
"CB847","2026 May 11 09:51:01 PM","OCCUPIED"
"CB457B","2026 May 11 09:50:58 PM","OCCUPIED"
"CB4132","2026 May 11 09:50:21 PM","VACANT"
"CB3331","2026 May 11 09:50:09 PM","VACANT"
"CB162","2026 May 11 09:50:08 PM","OCCUPIED"
"CB35","2026 May 11 09:50:05 PM","VACANT"
"CB502","2026 May 11 09:49:57 PM","OCCUPIED"
"CB3545A","2026 May 11 09:49:51 PM","OCCUPIED"
"CB543","2026 May 11 09:49:43 PM","OCCUPIED"
"CB2261","2026 May 11 09:49:27 PM","OCCUPIED"
"CB2003","2026 May 11 09:49:10 PM","OCCUPIED"
"CB3876","2026 May 11 09:48:53 PM","OCCUPIED"
"SP553","2026 May 11 09:48:32 PM","VACANT"
"CB3041","2026 May 11 09:48:29 PM","VACANT"
"CB3289","2026 May 11 09:47:42 PM","VACANT"
"CT551","2026 May 11 09:47:27 PM","VACANT"
"CB708","2026 May 11 09:47:24 PM","OCCUPIED"
"CB3313","2026 May 11 09:47:15 PM","VACANT"
"CB2272","2026 May 11 09:47:06 PM","OCCUPIED"
"LT574","2026 May 11 09:47:03 PM","OCCUPIED"
"CB3877","2026 May 11 09:46:56 PM","OCCUPIED"
"SH17","2026 May 11 09:46:40 PM","VACANT"
"CB601","2026 May 11 09:46:03 PM","OCCUPIED"
"CB3293","2026 May 11 09:45:59 PM","OCCUPIED"
"SP670","2026 May 11 09:45:54 PM","OCCUPIED"
"CB2811","2026 May 11 09:45:07 PM","VACANT"
"CB707B","2026 May 11 09:44:44 PM","OCCUPIED"
"CB3230","2026 May 11 09:44:29 PM","OCCUPIED"
"CB3349","2026 May 11 09:44:26 PM","OCCUPIED"
"CB3232","2026 May 11 09:44:25 PM","OCCUPIED"
"CB3645","2026 May 11 09:43:50 PM","OCCUPIED"
"61220","2026 May 11 09:43:36 PM","VACANT"
"CB2491A","2026 May 11 09:43:32 PM","OCCUPIED"
"CB2045B","2026 May 11 09:43:18 PM","OCCUPIED"
"CB2360","2026 May 11 09:43:16 PM","VACANT"
"CB2207","2026 May 11 09:42:53 PM","OCCUPIED"
"WV349","2026 May 11 09:42:43 PM","OCCUPIED"
"CB2144","2026 May 11 09:42:10 PM","VACANT"
"CB3035","2026 May 11 09:42:07 PM","OCCUPIED"
"CB385A","2026 May 11 09:41:59 PM","OCCUPIED"
"CB673","2026 May 11 09:41:44 PM","OCCUPIED"
"CB1962","2026 May 11 09:41:37 PM","OCCUPIED"
"CB4332","2026 May 11 09:40:52 PM","OCCUPIED"
"CB3046","2026 May 11 09:40:37 PM","VACANT"
"CB4243A","2026 May 11 09:39:55 PM","OCCUPIED"
"WV385","2026 May 11 09:39:51 PM","OCCUPIED"
"CB1078","2026 May 11 09:39:26 PM","OCCUPIED"
"CB3298","2026 May 11 09:39:15 PM","VACANT"
"CB1756","2026 May 11 09:39:13 PM","OCCUPIED"
"CB2557B","2026 May 11 09:39:00 PM","OCCUPIED"
"CB1539","2026 May 11 09:38:40 PM","OCCUPIED"
"CB4249","2026 May 11 09:38:31 PM","VACANT"
"CB3548","2026 May 11 09:38:27 PM","OCCUPIED"
"SP344","2026 May 11 09:38:26 PM","OCCUPIED"
"CB4151","2026 May 11 09:37:58 PM","VACANT"
"CB4531","2026 May 11 09:37:57 PM","OCCUPIED"
"WV413","2026 May 11 09:37:54 PM","OCCUPIED"
"CB978","2026 May 11 09:37:44 PM","OCCUPIED"
"CB2043","2026 May 11 09:37:24 PM","OCCUPIED"
"CB4140","2026 May 11 09:37:01 PM","VACANT"
"CB2547","2026 May 11 09:36:57 PM","OCCUPIED"
"CB2756","2026 May 11 09:36:42 PM","OCCUPIED"
"CB1509","2026 May 11 09:36:40 PM","OCCUPIED"
"SP487","2026 May 11 09:36:17 PM","OCCUPIED"
"CB1398","2026 May 11 09:35:46 PM","OCCUPIED"
"CB3220","2026 May 11 09:35:42 PM","OCCUPIED"
"SP355","2026 May 11 09:35:26 PM","OCCUPIED"
"CB157","2026 May 11 09:34:28 PM","VACANT"
"WV513","2026 May 11 09:34:22 PM","VACANT"
"HO288A","2026 May 11 09:34:15 PM","VACANT"
"HO278C","2026 May 11 09:34:14 PM","VACANT"
"CB3010","2026 May 11 09:34:12 PM","OCCUPIED"
"CB2271","2026 May 11 09:34:10 PM","OCCUPIED"
"CB4422","2026 May 11 09:34:09 PM","OCCUPIED"
"CB4533","2026 May 11 09:34:00 PM","OCCUPIED"
"CB3929","2026 May 11 09:33:42 PM","OCCUPIED"
"CB211A","2026 May 11 09:33:30 PM","OCCUPIED"
"CT452","2026 May 11 09:33:19 PM","OCCUPIED"
"CB2548","2026 May 11 09:33:14 PM","VACANT"
"CB1072","2026 May 11 09:33:08 PM","OCCUPIED"
"LT454","2026 May 11 09:32:57 PM","VACANT"
"LT257","2026 May 11 09:32:55 PM","OCCUPIED"
"SP336","2026 May 11 09:32:40 PM","OCCUPIED"
"CB3829","2026 May 11 09:32:36 PM","OCCUPIED"
"CB1342","2026 May 11 09:32:33 PM","VACANT"
"CB3065","2026 May 11 09:32:30 PM","VACANT"
"CB3575","2026 May 11 09:32:12 PM","OCCUPIED"
"CB1270","2026 May 11 09:31:03 PM","OCCUPIED"
"CB717","2026 May 11 09:29:10 PM","OCCUPIED"
"CB2277","2026 May 11 09:28:17 PM","OCCUPIED"
"CB3312","2026 May 11 09:27:54 PM","VACANT"
"LT388","2026 May 11 09:27:12 PM","OCCUPIED"
"LT374","2026 May 11 09:27:11 PM","OCCUPIED"
"CB197","2026 May 11 09:27:06 PM","VACANT"
"LT325","2026 May 11 09:26:41 PM","OCCUPIED"
"CB924","2026 May 11 09:26:21 PM","VACANT"
"CB2054","2026 May 11 09:26:08 PM","OCCUPIED"
"CB4145","2026 May 11 09:26:01 PM","VACANT"
"CB161","2026 May 11 09:25:23 PM","OCCUPIED"
"CB3547","2026 May 11 09:25:16 PM","OCCUPIED"
"CB439","2026 May 11 09:24:39 PM","OCCUPIED"
"CB802","2026 May 11 09:24:30 PM","OCCUPIED"
"SP631","2026 May 11 09:24:07 PM","OCCUPIED"
"CB390A","2026 May 11 09:23:35 PM","OCCUPIED"
"SP341","2026 May 11 09:22:31 PM","OCCUPIED"
"CB1533","2026 May 11 09:22:21 PM","OCCUPIED"
"CB4185","2026 May 11 09:22:20 PM","VACANT"
"SP346","2026 May 11 09:22:18 PM","OCCUPIED"
"LT291","2026 May 11 09:22:06 PM","VACANT"
"CB1007","2026 May 11 09:21:43 PM","OCCUPIED"
"CB3812","2026 May 11 09:21:17 PM","OCCUPIED"
"CB2038","2026 May 11 09:21:11 PM","OCCUPIED"
"CB911","2026 May 11 09:21:09 PM","OCCUPIED"
"CB3257","2026 May 11 09:21:05 PM","OCCUPIED"
"CB3372","2026 May 11 09:20:58 PM","VACANT"
"CB4510","2026 May 11 09:20:54 PM","OCCUPIED"
"CB607","2026 May 11 09:20:46 PM","OCCUPIED"
"CB771","2026 May 11 09:20:39 PM","OCCUPIED"
"SP278","2026 May 11 09:20:20 PM","OCCUPIED"
"CB225","2026 May 11 09:19:51 PM","VACANT"
"CB3316","2026 May 11 09:19:17 PM","VACANT"
"CB1177","2026 May 11 09:19:07 PM","OCCUPIED"
"SP676","2026 May 11 09:18:50 PM","VACANT"
"CB862","2026 May 11 09:18:32 PM","OCCUPIED"
"CB135B","2026 May 11 09:18:22 PM","OCCUPIED"
"CB789","2026 May 11 09:18:14 PM","OCCUPIED"
"CB2279","2026 May 11 09:17:49 PM","OCCUPIED"
"CB1137A","2026 May 11 09:17:47 PM","OCCUPIED"
"CB1396","2026 May 11 09:16:57 PM","OCCUPIED"
"WV92","2026 May 11 09:16:52 PM","OCCUPIED"
"LT438","2026 May 11 09:16:50 PM","VACANT"
"CB1546","2026 May 11 09:16:37 PM","OCCUPIED"
"CB3525","2026 May 11 09:16:22 PM","OCCUPIED"
"SV344A","2026 May 11 09:15:45 PM","VACANT"
"CB1136","2026 May 11 09:15:22 PM","OCCUPIED"
"SV482","2026 May 11 09:14:55 PM","VACANT"
"CB3846","2026 May 11 09:14:30 PM","VACANT"
"CB2939A","2026 May 11 09:14:12 PM","OCCUPIED"
"CB3397","2026 May 11 09:13:17 PM","OCCUPIED"
"HO141","2026 May 11 09:13:06 PM","OCCUPIED"
"CB3752","2026 May 11 09:12:54 PM","OCCUPIED"
"CB906","2026 May 11 09:12:44 PM","VACANT"
"LT560","2026 May 11 09:11:46 PM","OCCUPIED"
"CB3848","2026 May 11 09:11:33 PM","OCCUPIED"
"CB472","2026 May 11 09:11:18 PM","OCCUPIED"
"CB1200A","2026 May 11 09:10:25 PM","OCCUPIED"
"CB2602","2026 May 11 09:10:09 PM","OCCUPIED"
"CB904","2026 May 11 09:09:43 PM","OCCUPIED"
"CB649A","2026 May 11 09:09:27 PM","OCCUPIED"
"CB75","2026 May 11 09:09:23 PM","OCCUPIED"
"SP363","2026 May 11 09:09:15 PM","VACANT"
"CB2841","2026 May 11 09:09:11 PM","OCCUPIED"
"CB3318","2026 May 11 09:08:28 PM","VACANT"
"CB925","2026 May 11 09:08:03 PM","OCCUPIED"
"WV439","2026 May 11 09:07:51 PM","OCCUPIED"
"CC1585","2026 May 11 09:07:50 PM","VACANT"
"CB3299A","2026 May 11 09:06:52 PM","OCCUPIED"
"CB3211","2026 May 11 09:06:35 PM","VACANT"
"CB2971","2026 May 11 09:05:46 PM","OCCUPIED"
"LT448","2026 May 11 09:04:47 PM","VACANT"
"CB4248","2026 May 11 09:04:04 PM","OCCUPIED"
"CB919","2026 May 11 09:03:25 PM","OCCUPIED"
"SP499A","2026 May 11 09:01:28 PM","VACANT"
"CB205","2026 May 11 09:01:00 PM","OCCUPIED"
"LT1","2026 May 11 09:00:58 PM","OCCUPIED"
"WP111","2026 May 11 09:00:29 PM","VACANT"
"LT469","2026 May 11 09:00:00 PM","VACANT"
"CB1466","2026 May 11 08:59:28 PM","VACANT"
"LT439","2026 May 11 08:59:19 PM","VACANT"
"CB455","2026 May 11 08:59:01 PM","OCCUPIED"
"LT389","2026 May 11 08:58:46 PM","VACANT"
"LT287","2026 May 11 08:58:40 PM","VACANT"
"CB3034","2026 May 11 08:58:08 PM","OCCUPIED"
"CB721","2026 May 11 08:57:08 PM","OCCUPIED"
"CB729","2026 May 11 08:56:50 PM","OCCUPIED"
"CB62","2026 May 11 08:55:35 PM","OCCUPIED"
"CB690","2026 May 11 08:53:12 PM","OCCUPIED"
"SV480","2026 May 11 08:51:41 PM","VACANT"
"HO477","2026 May 11 08:51:27 PM","OCCUPIED"
"CB3201A","2026 May 11 08:51:19 PM","OCCUPIED"
"CB2793","2026 May 11 08:50:36 PM","OCCUPIED"
"CT53","2026 May 11 08:49:49 PM","VACANT"
"CB1319B","2026 May 11 08:47:56 PM","OCCUPIED"
"CB2493","2026 May 11 08:44:51 PM","OCCUPIED"
"CT447","2026 May 11 08:43:37 PM","VACANT"
"CB1032","2026 May 11 08:42:50 PM","OCCUPIED"
"CB3841","2026 May 11 08:42:10 PM","OCCUPIED"
"LT455","2026 May 11 08:42:03 PM","OCCUPIED"
"66204","2026 May 11 08:40:29 PM","VACANT"
"CB3314","2026 May 11 08:40:06 PM","VACANT"
"SP489","2026 May 11 08:38:50 PM","VACANT"
"SP489A","2026 May 11 08:38:48 PM","VACANT"
"CB4312","2026 May 11 08:37:51 PM","OCCUPIED"
"CB4251","2026 May 11 08:36:47 PM","VACANT"
"WP79A","2026 May 11 08:35:21 PM","OCCUPIED"
"CT449A","2026 May 11 08:35:09 PM","OCCUPIED"
"LT250","2026 May 11 08:34:44 PM","OCCUPIED"
"SP666","2026 May 11 08:33:08 PM","VACANT"
"CB1047","2026 May 11 08:32:52 PM","OCCUPIED"
