regime,source,target,source_sensor_id,target_sensor_id,importance,in_adjacency,hops,hop_bucket,road_distance_m,has_road_distance,haversine_m_reference_only,source_lat,source_lon,target_lat,target_lon
free_flow,96,50,717481,769831,0.270021,False,9,>8,,False,16169.7,34.10634,-118.32826,34.20663,-118.20101
free_flow,195,8,717456,737529,0.269765,False,10,>8,,False,21403.9,34.08102,-118.29325,34.20264,-118.47352
free_flow,166,146,772669,717502,0.267515,False,9,>8,,False,24664.0,34.07828,-118.22834,34.16521,-118.47484
free_flow,182,121,717825,769847,0.26725,False,-1,unreachable,,False,22984.6,34.22164,-118.47307,34.20983,-118.22351
free_flow,145,8,761003,737529,0.266679,False,10,>8,,False,16069.0,34.15546,-118.30841,34.20264,-118.47352
free_flow,89,200,767351,769806,0.266626,False,12,>8,,False,26349.2,34.18022,-118.47022,34.19638,-118.18442
free_flow,149,200,763995,769806,0.2658,False,11,>8,,False,20843.7,34.21979,-118.40931,34.19638,-118.18442
free_flow,181,104,717513,717818,0.264392,False,-1,unreachable,,False,6374.0,34.17339,-118.5368,34.1722,-118.46753
free_flow,160,200,717461,769806,0.263197,False,9,>8,,False,16382.0,34.08558,-118.30174,34.19638,-118.18442
free_flow,134,82,716951,769430,0.262813,False,9,>8,,False,22199.5,34.08581,-118.23182,34.15818,-118.45658
free_flow,66,186,767610,717823,0.259511,False,11,>8,,False,23585.1,34.18555,-118.21766,34.20264,-118.47326
free_flow,134,158,716951,764794,0.258992,False,9,>8,,False,23271.1,34.08581,-118.23182,34.16028,-118.46808
free_flow,69,200,717497,769806,0.258674,False,10,>8,,False,21622.7,34.15685,-118.41456,34.19638,-118.18442
free_flow,166,40,772669,768066,0.257685,False,9,>8,,False,15732.2,34.07828,-118.22834,34.15118,-118.3748
free_flow,105,148,718076,717504,0.254703,False,9,>8,,False,24507.6,34.16339,-118.2253,34.16519,-118.49166
free_flow,182,135,717825,767509,0.254668,False,-1,unreachable,,False,24094.6,34.22164,-118.47307,34.11059,-118.24819
free_flow,149,51,763995,761604,0.254407,False,10,>8,,False,13406.8,34.21979,-118.40931,34.15407,-118.28711
free_flow,66,148,767610,717504,0.25405,False,10,>8,,False,25307.8,34.18555,-118.21766,34.16519,-118.49166
free_flow,134,146,716951,717502,0.252177,False,9,>8,,False,24048.8,34.08581,-118.23182,34.16521,-118.47484
free_flow,148,23,717504,716941,0.252099,False,10,>8,,False,28190.9,34.16519,-118.49166,34.05767,-118.21435
free_flow,89,3,767351,717447,0.25174,False,9,>8,,False,22157.6,34.18022,-118.47022,34.07248,-118.26772
free_flow,134,148,716951,717504,0.251631,False,10,>8,,False,25494.6,34.08581,-118.23182,34.16519,-118.49166
free_flow,28,41,767573,772140,0.251444,False,9,>8,,False,22969.3,34.12964,-118.22901,34.16498,-118.47493
free_flow,200,23,769806,716941,0.250799,False,9,>8,,False,15668.0,34.19638,-118.18442,34.05767,-118.21435
free_flow,87,192,772597,717452,0.249786,False,9,>8,,False,23828.4,34.17109,-118.50495,34.07502,-118.27356
free_flow,149,7,763995,767620,0.249712,False,9,>8,,False,19061.5,34.21979,-118.40931,34.13486,-118.22932
free_flow,166,87,772669,772597,0.249254,False,11,>8,,False,27473.7,34.07828,-118.22834,34.17109,-118.50495
free_flow,45,9,774011,717816,0.249242,False,-1,unreachable,,False,24620.1,34.14747,-118.20123,34.15562,-118.4686
free_flow,134,204,716951,772168,0.248405,False,10,>8,,False,24486.8,34.08581,-118.23182,34.16542,-118.47985
free_flow,160,18,717461,769953,0.246077,False,9,>8,,False,16408.6,34.08558,-118.30174,34.20672,-118.19992
free_flow,45,71,774011,717491,0.244696,False,-1,unreachable,,False,15632.2,34.14747,-118.20123,34.14761,-118.3711
free_flow,138,158,772513,764794,0.244561,False,9,>8,,False,23616.9,34.06871,-118.23661,34.16028,-118.46808
free_flow,66,158,767610,764794,0.243454,False,9,>8,,False,23208.5,34.18555,-118.21766,34.16028,-118.46808
